"SATCO PRODUCTS - NUVO LIGHTING - PRICE FILE AS OF NOVEMBER 3, 2025",,,,,,,,,
ALL ITEMS QUOTED ARE SUBJECT TO A PRICE CHANGE SHOULD IMPORT TARIFFS INCREASE.,,,,,,,,,
ITEM,DESCRIPTION,INN PK,CASE PK,EA $,CASE$,MOQ,Each UPC Code,IMAP$,ITEM-EDI SKU
S6671,75 Watt; T12; Fluorescent; 4200K Cool White; 62 CRI; Recessed Double Contact HO/VHO base,,15,$17.95,$17.50,15,046135225130,No IMAP,S6671
S6671-TF,75 Watt; T12; Fluorescent; 4200K Cool White; 62 CRI; Recessed Double Contact HO/VHO base; Shatter Proof,,30,$26.15,$26.15,30,None,No IMAP,S6671/TF
S6672,80 Watt; T12; Fluorescent; 4200K Cool White; 62 CRI; Recessed Double Contact HO/VHO base,,15,$12.95,$11.95,15,046135253522,No IMAP,S6672
S6673,85 Watt; T12; Fluorescent; 4200K Cool White; 62 CRI; Recessed Double Contact HO/VHO base,,15,$15.95,$15.95,15,046135251719,No IMAP,S6673
S6673-TF,85 Watt; T12; Fluorescent; 4200K Cool White; 62 CRI; Recessed Double Contact HO/VHO base; Shatter Proof,,15,$23.70,$23.70,15,None,No IMAP,S6673/TF
S6674,100 Watt; T12; Fluorescent; 4200K Cool White; 62 CRI; Recessed Double Contact HO/VHO base,,15,$13.95,$12.95,15,046135253843,No IMAP,S6674
S6674-TF,100 Watt; T12; Fluorescent; 4200K Cool White; 62 CRI; Recessed Double Contact HO/VHO base; Shatter Proof,,15,$22.00,$22.00,15,None,No IMAP,S6674/TF
S6678,F70T8/840/841 4000K 70IN,,25,$12.95,$11.95,25,045923066788,No IMAP,S6678
S6691,32 Watt; T8; 4100K; Shatterproof,,30,$9.40,$8.93,,045923066917,No IMAP,S6691
S6697,"DB296MVISN BALLAST UNV: 1-2; T12 Instant Start, Professional < 10% THD, Universal Voltage Ballast 120/277V",,10,$28.63,$27.20,,847995002066,No IMAP,S6697
S6698,"Electronic Ballast, Instant Start; Fluorescent; 120 Volt",,,$46.95,$46.95,,None,No IMAP,S6698
S6702,7 Watt; pin-based Compact Fluorescent; 2700K; 82 CRI; G23 base,,50,$3.32,$2.57,,046135212772,No IMAP,S6702
S6704-TF,7 Watt; pin-based Compact Fluorescent; 4100K; 82 CRI; G23 base; Shatter Proof,,50,$8.95,$8.95,,None,No IMAP,S6704/TF
S6708,9 Watt; pin-based Compact Fluorescent; 4100K; 82 CRI; G23 base,,50,$4.11,$3.08,,046135212703,No IMAP,S6708
S6710,13 Watt; pin-based Compact Fluorescent; 2700K; 82 CRI; GX23 base,,50,$4.11,$3.08,,046135211362,No IMAP,S6710
S6712,13 Watt; pin-based Compact Fluorescent; 4100K; 82 CRI; GX23 base,,50,$4.11,$3.08,,046135211348,No IMAP,S6712
S6720,13 Watt; pin-based Compact Fluorescent; 4100K; 82 CRI; GX23-2 base,,50,$6.57,$5.57,,046135211201,No IMAP,S6720
S6730,13 Watt; pin-based Compact Fluorescent; 3000K; 82 CRI; G24Q-1 (4-Pin) base,,50,$7.58,$6.69,,046135207211,No IMAP,S6730
S6739,26 Watt; pin-based Compact Fluorescent; 3500K; 82 CRI; G24Q-3 (4-Pin) base,,50,$7.58,$6.69,,046135206733,No IMAP,S6739
S6740,26 Watt; pin-based Compact Fluorescent; 4100K; 82 CRI; G24Q-4 (4-Pin) base,,50,$7.58,$6.69,,046135206696,No IMAP,S6740
S6747,26 Watt; pin-based Compact Fluorescent; 3500K; 82 CRI; GX24q-3 (4-Pin) base,,50,$11.18,$9.83,,046135208812,No IMAP,S6747
S6751,32 Watt; pin-based Compact Fluorescent; 3500K; 82 CRI; GX24q-3 (4-Pin) base,,50,$11.18,$9.83,,046135208850,No IMAP,S6751
S6752,32 Watt; pin-based Compact Fluorescent; 4100K; 82 CRI; GX24q-3 (4-Pin) base,,50,$11.18,$9.83,,046135208867,No IMAP,S6752
S6767,40 Watt; pin-based Compact Fluorescent; 3500K; 82 CRI; 2G11 base,,10,$11.18,$10.06,,046135205859,No IMAP,S6767
S6793,Ballast; 39 Watt Enclosed-Rated Metal Halide Lamps; Square,,40,$91.63,$91.63,,847995001052,No IMAP,S6793
S6794,Ballast; 50 Watt Enclosed-Rated Metal Halide Lamps; Square,,40,$113.93,$113.93,,847995001069,No IMAP,S6794
S6798,Ballast; 35 Watt Enclosed-Rated Metal Halide Lamps; Universal,,20,$81.35,$81.35,,847995001106,No IMAP,S6798
S6799,Electronic Ballast HQEB/MH70/123L1AF UNV RECTANGLE MC70 FCAN CMH70,,40,$92.35,$91.30,,847995001113,No IMAP,S6799
S6811,40 Watt A15 Incandescent; Frost; 2500 Average rated hours; 280 Lumens; Medium base; 130 Volt; Teflon Shatter Proof,25,500,$5.72,$5.72,,045923068119,No IMAP,S6811
S6814,40 Watt; T12; Fluorescent; 4100K Cool White; 90 CRI; Medium Bi Pin base; Shatterproof,,30,$7.67,$6.89,,None,No IMAP,S6814
S6815,75 Watt; T12; Fluorescent; Shatterproof,,15,$24.95,$24.95,,None,No IMAP,S6815
S6841,3.88 Watt; 155 Volt; T2; Miniature Slide Base,,,$3.22,$3.22,,045923368417,No IMAP,S6841
S6844,1.92 Watt; 48 Volt; T2.75; Single Contact Miniature Base,,,$1.95,$1.95,,None,No IMAP,S6844
S6849,3.88 Watt; 155 Volt; T2.5; Single Contact Miniature Base,,,$1.95,$1.95,,None,No IMAP,S6849
S6850,10 Watt miniature; T3; Frost; 20000 Average rated hours; 90 Lumens; Rigid Loop base; 24 Volt,,1000,$4.85,$4.85,,045923068508,No IMAP,S6850
S6856,2 Watt Miniature; T3 1/4; Miniature Bayonet Base; 130 Volt,,,$2.31,$2.31,,045923068560,No IMAP,S6856
S6876,30 Watt; T8; Black light Fluorescent; Medium Bi Pin base,,25,$7.11,$6.89,,046135231131,No IMAP,S6876
S6885,8 Watt; T5; Germicidal Fluorescent; Miniature Bi Pin base,,1,$14.50,$13.50,,045923068850,No IMAP,S6885
S6887,30 Watt; T8; Germicidal Fluorescent; Medium Bi Pin base,,25,$30.98,$28.88,,045923068874,No IMAP,S6887
S6895,26.88 Watt miniature; S8; 1200 Average rated hours; Bayonet Single Contact Base; 12.8 Volt,,10,$0.90,$0.90,,045923068959,No IMAP,S6895
S6896,26.88 Watt miniature; S8; 1200 Average rated hours; Bayonet Single Contact Base; Amber; 12.8 Volt,,10,$3.20,$3.20,,045923068966,No IMAP,S6896
S6897,LED Miniature; White Finish; 5000K; Natural Light,,,$10.45,$10.45,,None,No IMAP,S6897
S6898,26.88 Watt; LED Miniature; White Finish; 1157 Bulb,,,$10.45,$10.45,,None,No IMAP,S6898
S6899,70 Watt; T8 LED; 6500K; Fluorescent,,25,$10.45,$10.45,,None,No IMAP,S6899
S6900,1.12 Watt miniature; T1 3/4; 15000 Average rated hours; Sub Mini Wedge base; 14 Volt,,10,$1.60,$1.60,,045923069000,No IMAP,S6900
S6901,1.12 Watt miniature; T1 3/4; 7000 Average rated hours; Sub Mini Wedge base; 28 Volt,,10,$1.15,$1.15,,045923069017,No IMAP,S6901
S6902,1.26 Watt miniature; T1 3/4; 20000 Average rated hours; Sub Mini Wedge base; 6.3 Volt,,10,$1.00,$1.00,,045923069024,No IMAP,S6902
S6903,1.12 Watt miniature; T1 3/4; 4000 Average rated hours; Midget Flange base; 28 Volt,,10,$2.10,$2.10,,045923069031,No IMAP,S6903
S6904,1.75 Watt miniature; T2; 10000 Average rated hours; Telephone Slide base; 24 Volt,,10,$3.75,$3.75,,045923069048,No IMAP,S6904
S6905,3 Watt miniature; T2 1/2; 10000 Average rated hours; Miniature Bayonet base; 120 Volt,,10,$3.75,$3.75,,045923069055,No IMAP,S6905
S6906,12.42 Watt miniature; Festoon; 1000 Average rated hours; DE Cap base; 12.8 Volt,,10,$3.80,$3.80,,045923069062,No IMAP,S6906
S6907,0.56 Watt miniature; TL-3; 5 Average rated hours; Miniature Screw base; 2.25 Volt,,10,$2.25,$2.25,,045923069079,No IMAP,S6907
S6908,0.95 Watt miniature; T3 1/4; 3000 Average rated hours; Miniature Screw base; 6.3 Volt,,10,$1.05,$1.05,,045923069086,No IMAP,S6908
S6909,1.25 Watt miniature; T3 1/4; 3000 Average rated hours; Miniature Screw base; 2.5 Volt,,10,$1.05,$1.05,,045923069093,No IMAP,S6909
S6910,1.58 Watt miniature; T3 1/4; 3000 Average rated hours; Miniature Bayonet base; 6.3 Volt,,10,$1.05,$1.05,,045923069109,No IMAP,S6910
S6911,1.58 Watt miniature; T3 1/4; 3000 Average rated hours; Miniature Screw base; 6.3 Volt,,10,$1.05,$1.05,,045923069116,No IMAP,S6911
S6912,0.95 Watt miniature; T3 1/4; 3000 Average rated hours; Miniature Bayonet base; 6.3 Volt,,10,$1.30,$1.30,,045923069123,No IMAP,S6912
S6913,0.12 Watt miniature; T3 1/4; 1000 Average rated hours; Miniature Screw base; 2 Volt,,10,$1.25,$1.25,,045923069130,No IMAP,S6913
S6914,2.66 Watt miniature; T3 1/4; 4000 Average rated hours; Mini Wedge base; 14 Volt,,10,$0.80,$0.80,,045923069147,No IMAP,S6914
S6915,4.9 Watt miniature; T3 1/4; 1500 Average rated hours; Mini Wedge base; 14 Volt,,10,$0.75,$0.75,,045923069154,No IMAP,S6915
S6916,3.78 Watt miniature; T3 1/4; 2500 Average rated hours; Mini Wedge base; 14 Volt,,10,$0.65,$0.65,,045923069161,No IMAP,S6916
S6917,4.76 Watt miniature; T3 1/4; 500 Average rated hours; Miniature Bayonet base; 28 Volt,,10,$2.25,$2.25,,045923069178,No IMAP,S6917
S6918,0.95 Watt miniature; T3 1/4; 20000 Average rated hours; Miniature Bayonet base; 6.3 Volt,,10,$1.20,$1.20,,045923069185,No IMAP,S6918
S6919,1.12 Watt miniature; T3 1/4; 15000 Average rated hours; Miniature Bayonet base; 14 Volt,,10,$1.20,$1.20,,045923069192,No IMAP,S6919
S6920,2.24 Watt miniature; T3 1/4; 15000 Average rated hours; Miniature Bayonet base; 28 Volt,,10,$1.20,$1.20,,045923069208,No IMAP,S6920
S6921,1.19 Watt miniature; B3 1/2 Flange; 15 Average rated hours; Flange base; 2.38 Volt,,10,$1.45,$1.45,,045923069215,No IMAP,S6921
S6922,1.79 Watt miniature; B3 1/2 Flange; 15 Average rated hours; Flange base; 3.57 Volt,,10,$1.45,$1.45,,045923069222,No IMAP,S6922
S6923,0.63 Watt miniature; B3 1/2 Flange; 10 Average rated hours; Flange base; 2.33 Volt,,10,$1.45,$1.45,,045923069239,No IMAP,S6923
S6924,0.74 Watt miniature; B3 1/2 Flange; 30 Average rated hours; Flange base; 2.47 Volt,,10,$1.45,$1.45,,045923069246,No IMAP,S6924
S6925,1.11 Watt miniature; B3 1/2 Flange; 30 Average rated hours; Flange base; 3.7 Volt,,10,$0.45,$0.45,,045923069253,No IMAP,S6925
S6926,2.98 Watt miniature; B3 1/2 Flange; 15 Average rated hours; Flange base; 5.95 Volt,,10,$1.45,$1.45,,045923069260,No IMAP,S6926
S6927,2.38 Watt miniature; B3 1/2 Flange; 15 Average rated hours; Flange base; 4.75 Volt,,10,$1.45,$1.45,,045923069277,No IMAP,S6927
S6928,3.23 Watt miniature; B3 1/2 Flange; 40 Average rated hours; Flange base; 3.75 Volt,,10,$0.50,$0.50,,045923069284,No IMAP,S6928
S6929,1.3 Watt miniature; G3 1/2; 3000 Average rated hours; Miniature Bi Pin base; 2.5 Volt,,10,$3.75,$3.75,,045923069291,No IMAP,S6929
S6930,0.95 Watt miniature; G3 1/2; 5000 Average rated hours; Miniature Bi Pin base; 6.3 Volt,,10,$4.25,$4.25,,045923069307,No IMAP,S6930
S6931,0.74 Watt miniature; G3 1/2; 15 Average rated hours; Miniature Screw base; 2.47 Volt,,10,$1.05,$1.05,,045923069314,No IMAP,S6931
S6932,1.4 Watt miniature; G3 1/2; 1000 Average rated hours; Miniature Bi Pin base; 14.4 Volt,,10,$3.75,$3.75,,045923069321,No IMAP,S6932
S6933,1.65 Watt miniature; G3 1/2; 1000 Average rated hours; Miniature Bayonet base; 7.5 Volt,,10,$1.05,$1.05,,045923069338,No IMAP,S6933
S6934,1.73 Watt miniature; G3 1/2; 1000 Average rated hours; Miniature Bayonet base; 14.4 Volt,,10,$1.05,$1.05,,045923069345,No IMAP,S6934
S6935,3.36 Watt miniature; G4 1/2; 500 Average rated hours; Miniature Bayonet base; 14 Volt,,10,$1.05,$1.05,,045923069352,No IMAP,S6935
S6936,2.5 Watt miniature; G4 1/2; 15 Average rated hours; Miniature Screw base; 5 Volt,,10,$1.60,$1.60,,045923069369,No IMAP,S6936
S6937,0.77 Watt miniature; G4 1/2; 100 Average rated hours; Miniature Screw base; 5.1 Volt,,10,$1.05,$1.05,,045923069376,No IMAP,S6937
S6938,3.97 Watt miniature; T5; 500 Average rated hours; Mini Wedge base; 12.8 Volt,,10,$1.10,$1.10,,045923069383,No IMAP,S6938
S6939,9.32 Watt miniature; T5; 5000 Average rated hours; Mini Wedge base; 13.5 Volt,,10,$1.10,$1.10,,045923069390,No IMAP,S6939
S6940,8.97 Watt miniature; T5; 1000 Average rated hours; Mini Wedge base; 13 Volt,,10,$1.10,$1.10,,045923069406,No IMAP,S6940
S6941,9 Watt miniature; T5; 50 Average rated hours; Mini Wedge base; 6 Volt,,10,$1.10,$1.10,,045923069413,No IMAP,S6941
S6942,3.72 Watt miniature; T5; 50 Average rated hours; Mini Wedge base; 6 Volt,,10,$1.10,$1.10,,045923069420,No IMAP,S6942
S6943,12.8 Watt miniature; T5; 1000 Average rated hours; Mini Wedge base; 12.8 Volt,,10,$1.10,$1.10,,045923069437,No IMAP,S6943
S6944,7.17 Watt miniature; T5; 500 Average rated hours; Mini Wedge base; 12.8 Volt,,10,$1.10,$1.10,,045923069444,No IMAP,S6944
S6945,17.92 Watt miniature; T5; 1000 Average rated hours; Mini Wedge base; 12.8 Volt,,10,$1.10,$1.10,,045923069451,No IMAP,S6945
S6946,4.41 Watt miniature; G6; 1000 Average rated hours; Bayonet Single Contact Base ; 7 Volt,,10,$1.35,$1.35,,045923069468,No IMAP,S6946
S6947,7.97 Watt miniature; G6; 5000 Average rated hours; Bayonet Single Contact Base ; 13.5 Volt,,10,$1.20,$1.20,,045923069475,No IMAP,S6947
S6948,7.54 Watt miniature; G6; 750 Average rated hours; Bayonet Single Contact Base; 13 Volt,,10,$1.20,$1.20,,045923069482,No IMAP,S6948
S6949,7.54 Watt miniature; G6; 750 Average rated hours; DC Bay base; 13 Volt,,10,$1.05,$1.05,,045923069499,No IMAP,S6949
S6950,9.32 Watt miniature; G6; 5000 Average rated hours; Bayonet Single Contact Base; 13.5 Volt,,10,$1.05,$1.05,,045923069505,No IMAP,S6950
S6951,12.03 Watt miniature; B6; 200 Average rated hours; Bayonet Single Contact Base; 12.8 Volt,,10,$1.05,$1.05,,045923069512,No IMAP,S6951
S6952,12.03 Watt miniature; B6; 200 Average rated hours; DC Bay base; 12.8 Volt,,10,$1.15,$1.15,,045923069529,No IMAP,S6952
S6953,12.99 Watt miniature; S8; 300 Average rated hours; DC Bay base; 6.8 Volt,,10,$2.75,$2.75,,045923069536,No IMAP,S6953
S6955,23.04 Watt miniature; S8; 200 Average rated hours; Bayonet Single Contact Base; 12.8 Volt,,10,$1.10,$1.10,,045923069550,No IMAP,S6955
S6956,16.83 Watt miniature; S8; 200 Average rated hours; DC Indexed Bayonet base; 6.4 Volt,,10,$0.65,$0.65,,045923069567,No IMAP,S6956
S6957,26.88/8.26 Watt miniature; S8; 1200/5000 Average rated hours; DC Bay base; 12.8/14 Volt,,10,$0.95,$0.95,,045923069574,No IMAP,S6957
S6958,26.88/8.26 Watt miniature; S8; 1200/5000 Average rated hours; DC Bay base; Amber; 12.8/14 Volt,,10,$3.20,$3.20,,045923069581,No IMAP,S6958
S6959,26.88/6.72 Watt miniature; S8; 1200/5000 Average rated hours; DC Indexed Bayonet base; Amber; 12.8/14 Volt,,10,$1.00,$1.00,,045923069598,No IMAP,S6959
S6960,26.88/6.72 Watt miniature; S8; 1200/5000 Average rated hours; DC Indexed Bayonet base; Amber; 12.8/14 Volt,,10,$2.25,$2.25,,045923069604,No IMAP,S6960
S6962,28.16/8.26 Watt miniature; S8; 400/5000 Average rated hours; DC Indexed Bayonet base; Amber; 12.8/14 Volt,,10,$2.25,$2.25,,045923069628,No IMAP,S6962
S6963,20.5 Watt miniature; S8; 1500 Average rated hours; Plastic Wedge base; 12.8 Volt,,10,$2.85,$2.85,,045923069635,No IMAP,S6963
S6964,26.88 Watt miniature; S8; 1200 Average rated hours; Plastic Wedge base; 12.8 Volt,,10,$2.30,$2.30,,045923069642,No IMAP,S6964
S6965,26.88/8.26 Watt miniature; S8; 1200/5000 Average rated hours; Plastic Wedge base; 12.8/14 Volt,,10,$1.80,$1.80,,045923069659,No IMAP,S6965
S6966,18.43 Watt miniature; S8; 1500 Average rated hours; Bayonet Single Contact Base; 12.8 Volt,,10,$1.05,$1.05,,045923069666,No IMAP,S6966
S6968,3 Watt miniature; T3 1/4; 20000 Average rated hours; 15 Lumens; Mini Wedge base; 12 Volt,10,1000,$1.60,$1.60,,045923069680,No IMAP,S6968
S6969,5 Watt miniature; T3 1/4; 8000 Average rated hours; 33 Lumens; Mini Wedge base; 12 Volt,,1000,$2.50,$2.50,,045923069697,No IMAP,S6969
S6972,5 Watt miniature; T3 1/4; Frost; 8000 Average rated hours; 33 Lumens; Mini Wedge base; 12 Volt,10,1000,$2.80,$2.80,,045923069727,No IMAP,S6972
S6974,5 Watt miniature; T3 1/4; 10000 Average rated hours; 38 Lumens; Mini Wedge base; 24 Volt,10,1000,$2.50,$2.50,,045923069741,No IMAP,S6974
S6975,7.5 Watt miniature; T3 1/4; 10000 Average rated hours; 65 Lumens; Mini Wedge base; 24 Volt,10,1000,$2.75,$2.75,,045923069758,No IMAP,S6975
S6976,5 Watt miniature; T3 1/4; Frost; 10000 Average rated hours; 33 Lumens; Mini Wedge base; 24 Volt,10,1000,$3.00,$3.00,,045923069765,No IMAP,S6976
S6977,7.5 Watt miniature; T3 1/4; Frost; 10000 Average rated hours; 65 Lumens; Mini Wedge base; 24 Volt,10,500,$2.00,$2.00,,045923069772,No IMAP,S6977
S6978,18 Watt miniature; T5; 10000 Average rated hours; 250 Lumens; Mini Wedge base; 12 Volt,10,1000,$3.60,$3.60,,045923069789,No IMAP,S6978
S6979,7.2 Watt miniature; T5; 2500 Average rated hours; 68 Lumens; Mini Wedge base; 24 Volt,10,500,$3.60,$3.60,,045923069796,No IMAP,S6979
S6980,10 Watt miniature; T5; 2000 Average rated hours; 126 Lumens; Mini Wedge base; 24 Volt,10,1000,$3.60,$3.60,,045923069802,No IMAP,S6980
S6981,18 Watt miniature; T5; Frost; 10000 Average rated hours; 250 Lumens; Mini Wedge base; 12 Volt,10,1000,$3.60,$3.60,,045923069819,No IMAP,S6981
S6982,7.2 Watt miniature; T5; Frost; 2500 Average rated hours; 68 Lumens; Mini Wedge base; 24 Volt,10,1000,$2.30,$2.30,,045923069826,No IMAP,S6982
S6983,10 Watt miniature; T5; Frost; 2000 Average rated hours; 126 Lumens; Mini Wedge base; 24 Volt,10,1000,$4.00,$4.00,,045923069833,No IMAP,S6983
S6985,5 Watt miniature; T3 1/4; 20000 Average rated hours; 50 Lumens; Festoon base; 12 Volt,10,1000,$3.60,$3.60,,045923069857,No IMAP,S6985
S6986,10 Watt miniature; T3 1/4; 20000 Average rated hours; 120 Lumens; Festoon base; 12 Volt,10,1000,$3.60,$3.60,,045923069864,No IMAP,S6986
S6987,5 Watt miniature; T3 1/4; 15000 Average rated hours; 50 Lumens; Festoon base; 24 Volt,10,1000,$3.60,$3.60,,045923069871,No IMAP,S6987
S6988,10 Watt miniature; T3 1/4; 10000 Average rated hours; 120 Lumens; Festoon base; 24 Volt,10,1000,$3.60,$3.60,,045923069888,No IMAP,S6988
S6989,5 Watt miniature; T3 1/4; Frost; 20000 Average rated hours; 50 Lumens; Festoon base; 12 Volt,10,1000,$3.85,$3.85,,045923069895,No IMAP,S6989
S6990,10 Watt miniature; T3 1/4; Frost; 20000 Average rated hours; 120 Lumens; Festoon base; 12 Volt,10,1000,$3.85,$3.85,,045923069901,No IMAP,S6990
S6991,5 Watt miniature; T3 1/4; Frost; 15000 Average rated hours; 50 Lumens; Festoon base; 24 Volt,10,1000,$3.85,$3.85,,045923069918,No IMAP,S6991
S6992,10 Watt miniature; T3 1/4; Frost; 10000 Average rated hours; 120 Lumens; Festoon base; 24 Volt,10,1000,$2.50,$2.50,,045923069925,No IMAP,S6992
S6993,5 Watt miniature; T3; 20000 Average rated hours; 45 Lumens; Rigid Loop base; 12 Volt,10,1000,$4.85,$4.85,,045923069932,No IMAP,S6993
S6994,10 Watt miniature; T3; 20000 Average rated hours; 100 Lumens; Rigid Loop base; 12 Volt,10,1000,$4.85,$4.85,,045923069949,No IMAP,S6994
S6995,5 Watt miniature; T3; 20000 Average rated hours; 40 Lumens; Rigid Loop base; 24 Volt,10,1000,$4.85,$4.85,,045923069956,No IMAP,S6995
S6998,10 Watt miniature; T3; Frost; 20000 Average rated hours; 100 Lumens; Rigid Loop base; 12 Volt,10,1000,$4.85,$4.85,,045923069987,No IMAP,S6998
S7001,100 Watt R20 Incandescent; Frost; 2000 Average rated hours; 970 Lumens; Medium base; 130 Volt,10,100,$2.00,$1.60,,045923070013,No IMAP,S7001
S7002,100 Watt R20 Incandescent; Frost; 2000 Average rated hours; 1000 Lumens; Medium base; 12 Volt,10,100,$6.60,$5.30,,045923070020,No IMAP,S7002
S7006,400 Watt BR40 Incandescent; Frost; 2000 Average rated hours; 4000 Lumens; Medium base; 120 Volt,,24,$11.90,$10.60,,045923070068,No IMAP,S7006
S7007,500 Watt BR40 Incandescent; Frost; 2000 Average rated hours; 5500 Lumens; Medium base; 130 Volt,,24,$15.90,$14.55,,045923070075,No IMAP,S7007
S7012,375 Watt BR40 Incandescent; Clear Heat; 5000 Average rated hours; Medium base; 120 Volt; Shatter Proof,,12,$13.25,$11.90,,045923070129,No IMAP,S7012
S7017,10 Watt; A19 LED; 2700K; GU24 base; 120 Volt; Shatter Proof,6,24,$18.95,$18.95,,045923070174,No IMAP,S7017
S7019,3.36 Watt Miniature; T2 3/4; 1500 Average rated hours; W2x4.6d base; 14 Volt,,,$0.85,$0.85,,045923070198,No IMAP,S7019
S7020,1.47 Watt miniature; G4 1/2; 30 Average rated hours; Miniature Screw base; 4.9 Volt,,,$1.20,$1.20,,045923070204,No IMAP,S7020
S7021,1.8 Watt miniature; G4 1/2; 15 Average rated hours; Miniature Screw base; 6.15 Volt,,10,$1.10,$1.10,,045923070211,No IMAP,S7021
S7022,1.3 Watt miniature; T1 3/4; 500 Average rated hours; Sub Mini Wedge base; 14 Volt,,,$0.55,$0.55,,045923070228,No IMAP,S7022
S7023,1.25 Watt miniature; T3 1/4; 3000 Average rated hours; Miniature Bayonet base; 2.5 Volt,,,$1.45,$1.45,,045923070235,No IMAP,S7023
S7024,1.12 Watt miniature; T3 1/4; 3000 Average rated hours; Miniature Bayonet base; 3.2 Volt,,,$0.95,$0.95,,045923070242,No IMAP,S7024
S7025,0.12 Watt miniature; T3 1/4; 1000 Average rated hours; Miniature Bayonet base; 2 Volt,,,$1.25,$1.25,,045923070259,No IMAP,S7025
S7026,1.44 Watt miniature; G3 1/2; 1000 Average rated hours; Midget Screw base; 14.4 Volt,,,$1.15,$1.15,,045923070266,No IMAP,S7026
S7029,7.97 Watt miniature; G6; 5000 Average rated hours; Bayonet Double Contact Base ; 13.5 Volt,,,$0.95,$0.95,,045923070297,No IMAP,S7029
S7031,1.4 Watt miniature; T1 3/4; 500 Average rated hours; Sub Mini Wedge base; 14 Volt,,,$0.60,$0.60,,045923070310,No IMAP,S7031
S7032,6.63 Watt miniature; G6; 500 Average rated hours; Bayonet Single Contact Base; 6.5 Volt,,,$1.30,$1.30,,045923070327,No IMAP,S7032
S7033,6.63 Watt miniature; G6; 500 Average rated hours; DC Bay base; 6.5 Volt,,,$1.90,$1.90,,045923070334,No IMAP,S7033
S7034,13 Watt miniature; S8; 200 Average rated hours; Double Contact base; 6 Volt,,,$0.99,$0.99,,045923070341,No IMAP,S7034
S7036,12.8 Watt miniature; B6; 500 Average rated hours; Bayonet Single Contact Base; 12.8 Volt,,,$1.85,$1.85,,045923070365,No IMAP,S7036
S7037,0.26 Watt miniature; TL-3; 5 Average rated hours; Miniature Screw base; 1.2 Volt,,,$1.45,$1.45,,045923070372,No IMAP,S7037
S7039,16.83 Watt miniature; S8; 200 Average rated hours; Bayonet Single Contact Base; 6.4 Volt,,,$1.55,$1.55,,045923070396,No IMAP,S7039
S7040,17.2 Watt miniature; S8; 200 Average rated hours; Double Contact base; 6.4 Volt,,,$1.30,$1.30,,045923070402,No IMAP,S7040
S7041,24 Watt miniature; RP11; 200 Average rated hours; DC Bay base; 6.2 Volt,,,$3.10,$3.10,,045923070419,No IMAP,S7041
S7042,18.43 Watt miniature; S8; 1500 Average rated hours; DC Bay base; 12.8 Volt,,,$1.10,$1.10,,045923070426,No IMAP,S7042
S7043,24.8 Watt miniature; RP11; 400 Average rated hours; Bayonet Single Contact Base; 12 Volt,,,$2.05,$2.05,,045923070433,No IMAP,S7043
S7044,24.8 Watt miniature; RP11; 400 Average rated hours; Double Contact base; 12.5 Volt,,,$3.10,$3.10,,045923070440,No IMAP,S7044
S7045,17.2 Watt miniature; S8; 500 Average rated hours; Double Contact base; 12.8 Volt,,,$1.75,$1.75,,045923070457,No IMAP,S7045
S7047,7.97 Watt miniature; G6; 5000 Average rated hours; Double Contact base; 13.5 Volt,,,$0.55,$0.55,,045923070471,No IMAP,S7047
S7048,16.8 Watt miniature; S8; 200 Average rated hours; Double Contact base; 6.4 Volt,,,$0.85,$0.85,,045923070488,No IMAP,S7048
S7049,17/8.3 Watt miniature; S8; 200 Average rated hours; Double Contact base; 12.8 Volt,,,$1.40,$1.40,,045923070495,No IMAP,S7049
S7050,9 Watt miniature; G5 3/4; 5000 Average rated hours; Bayonet Double Contact base; 13 Volt,,,$1.05,$1.05,,045923070501,No IMAP,S7050
S7051,37 Watt Miniature; RP11; Bayonet Single Contact Base; 12 Volt,,,$3.55,$3.55,,045923070518,No IMAP,S7051
S7052,37.5 Watt miniature; RP11; 300 Average rated hours; Double Contact base; 12.5 Volt,,,$3.55,$3.55,,045923070525,No IMAP,S7052
S7053,5.44 Watt miniature; G6; 500 Average rated hours; Double Contact base; 34 Volt,,,$4.00,$4.00,,045923070532,No IMAP,S7053
